participant.label,alpha_med,alpha_positive,beta_med,beta_positive,gender,age,affiliation,group_type,Base,015,03,045,round,contribute,mpcr,payoff,total_contribution,id_subsession,max_contribute,max_payoff,max_c_and_p
baseSUB03,-0.0215,0,0.2365,1,0,23,10,base,1,0,0,0,4,2,0.6,12.2,7,7,0,0,0
baseSUB03,-0.0215,0,0.2365,1,0,23,10,base,1,0,0,0,5,0,0.6,10,0,7,1,1,1
baseSUB03,-0.0215,0,0.2365,1,0,23,10,base,1,0,0,0,6,0,0.6,11.2,2,7,0,1,0
baseSUB03,-0.0215,0,0.2365,1,0,23,10,base,1,0,0,0,7,1,0.6,9.6,1,6,1,0,0
baseSUB03,-0.0215,0,0.2365,1,0,23,10,base,1,0,0,0,8,0,0.6,10,0,5,1,1,1
baseSUB03,-0.0215,0,0.2365,1,0,23,10,base,1,0,0,0,9,0,0.6,10.6,1,5,0,1,0
baseSUB03,-0.0215,0,0.2365,1,0,23,10,base,1,0,0,0,10,0,0.6,11.2,2,5,0,1,0
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,1,3,0.6,17.2,17,7,0,1,0
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,2,3,0.6,15.4,14,1,0,0,0
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,3,2,0.6,12.8,8,1,0,0,0
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,4,2,0.6,12.8,8,6,0,1,0
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,5,1,0.6,9.6,1,1,1,0,0
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,6,0,0.6,10,0,1,1,1,1
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,7,0,0.6,10,0,2,1,1,1
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,8,0,0.6,10,0,1,1,1,1
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,9,0,0.6,16,10,7,0,1,0
baseSUB04,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,10,10,0.6,7.2,12,7,1,0,0
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,1,8,0.6,12.2,17,7,1,0,0
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,2,7,0.6,12.6,16,7,1,0,0
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,3,5,0.6,11,10,8,1,0,0
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,4,5,0.6,15.2,17,1,0,0,0
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,5,7,0.6,7.2,7,4,1,0,0
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,6,0,0.6,10,0,6,1,1,1
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,7,2,0.6,9.2,2,3,1,0,0
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,8,0,0.6,10,0,3,1,1,1
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,9,1,0.6,9.6,1,5,1,0,0
baseSUB05,0.024,1,0.0555,1,0,24,22,base,1,0,0,0,10,2,0.6,15.2,12,7,0,0,0
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,1,10,0.6,9,15,6,1,0,0
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,2,10,0.6,6,10,6,1,0,0
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,3,10,0.6,7.8,13,3,1,0,0
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,4,10,0.6,10.2,17,1,1,0,0
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,5,5,0.6,9.2,7,8,1,0,0
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,6,0,0.6,10,0,1,1,1,1
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,7,0,0.6,10.6,1,5,0,1,0
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,8,0,0.6,11.2,2,7,0,1,0
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,9,0,0.6,11.2,2,4,0,1,0
baseSUB06,-0.0215,0,0.0555,1,1,20,5,base,1,0,0,0,10,0,0.6,10,0,3,1,1,1
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,1,5,0.6,14,15,6,0,0,0
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,2,3,0.6,8.8,3,5,1,0,0
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,3,5,0.6,9.8,8,1,1,0,0
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,4,0,0.6,11.2,2,3,0,1,0
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,5,0,0.6,20.8,18,5,0,1,0
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,6,0,0.6,11.8,3,4,0,1,0
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,7,0,0.6,10.6,1,1,0,1,0
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,8,0,0.6,10,0,5,1,1,1
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,9,0,0.6,10.6,1,5,0,1,0
baseSUB07,-0.0215,0,0.0555,1,0,25,22,base,1,0,0,0,10,0,0.6,10,0,4,1,1,1
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,1,0,0.6,19,15,6,0,1,0
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,2,0,0.6,17.8,13,2,0,1,0
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,3,2,0.6,14,10,8,0,1,0
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,4,3,0.6,14.8,13,2,0,0,0
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,5,0,0.6,12.4,4,2,0,1,0
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,6,0,0.6,10,0,6,1,1,1
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,7,0,0.6,10.6,1,6,0,1,0
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,8,0,0.6,10,0,5,1,1,1
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,9,0,0.6,10,0,2,1,1,1
baseSUB08,0.024,1,-0.0715,0,0,22,27,base,1,0,0,0,10,0,0.6,10,0,4,1,1,1
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,1,0,0.6,14.2,7,1,0,1,0
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,2,0,0.6,16,10,6,0,1,0
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,3,0,0.6,17.8,13,7,0,1,0
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,4,0,0.6,12.4,4,5,0,1,0
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,5,0,0.6,13,5,3,0,1,0
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,6,0,0.6,12.4,4,3,0,1,0
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,7,0,0.6,10,0,7,1,1,1
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,8,0,0.6,10,0,3,1,1,1
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,9,0,0.6,10,0,8,1,1,1
baseSUB09,-0.0215,0,0.0555,1,0,22,10,base,1,0,0,0,10,0,0.6,10,0,4,1,1,1
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,1,3,0.6,8.8,3,3,1,0,0
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,2,0,0.6,16,10,6,0,1,0
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,3,0,0.6,17.8,13,3,0,1,0
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,4,0,0.6,11.2,2,3,0,1,0
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,5,0,0.6,14.8,8,6,0,1,0
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,6,0,0.6,11.2,2,7,0,1,0
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,7,0,0.6,10,0,7,1,1,1
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,8,0,0.6,10,0,4,1,1,1
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,9,0,0.6,11.2,2,6,0,1,0
baseSUB10,-0.0215,0,0.0555,1,1,23,22,base,1,0,0,0,10,0,0.6,10,0,1,1,1,1
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,1,3,0.6,13.6,11,2,0,0,0
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,2,2,0.6,10.4,4,8,1,0,0
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,3,1,0.6,11.4,4,6,0,0,0
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,4,3,0.6,11.8,8,8,0,0,0
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,5,0,0.6,14.2,7,4,0,1,0
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,6,2,0.6,10.4,4,3,1,0,0
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,7,1,0.6,9.6,1,1,1,0,0
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,8,0,0.6,10,0,1,1,1,1
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,9,0,0.6,10,0,3,1,1,1
baseSUB11,-0.0215,0,0.0555,1,1,22,28,base,1,0,0,0,10,0,0.6,16,10,8,0,1,0
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,1,4,0.6,11.4,9,5,0,0,0
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,2,3,0.6,13.6,11,4,0,1,0
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,3,3,0.6,10.6,6,5,1,0,0
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,4,2,0.6,9.2,2,3,1,0,0
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,5,0,0.6,10,0,7,1,1,1
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,6,0,0.6,10,0,6,1,1,1
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,7,0,0.6,10.6,1,5,0,1,0
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,8,0,0.6,10,0,4,1,1,1
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,9,0,0.6,16,10,7,0,1,0
baseSUB12,0.024,1,0.0555,1,1,22,12,base,1,0,0,0,10,0,0.6,10,0,1,1,1,1
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,1,0,0.6,11.8,3,3,0,1,0
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,2,0,0.6,11.8,3,5,0,1,0
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,3,0,0.6,13.6,6,5,0,1,0
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,4,0,0.6,17.8,13,2,0,1,0
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,5,0,0.6,10,0,7,1,1,1
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,6,0,0.6,11.2,2,2,0,1,0
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,7,0,0.6,10,0,4,1,1,1
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,8,0,0.6,14.8,8,8,0,1,0
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,9,0,0.6,11.2,2,6,0,1,0
baseSUB13,-0.0215,0,0.0555,1,0,19,10,base,1,0,0,0,10,0,0.6,10,0,1,1,1,1
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,1,8,0.6,8.6,11,2,1,0,0
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,2,5,0.6,11.6,11,4,1,0,0
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,3,3,0.6,14.8,13,7,0,0,0
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,4,5,0.6,9.2,7,7,1,0,0
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,5,0,0.6,14.2,7,4,0,1,0
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,6,0,0.6,16,10,8,0,1,0
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,7,1,0.6,9.6,1,5,1,0,0
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,8,0,0.6,10,0,2,1,1,1
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,9,0,0.6,10,0,2,1,1,1
baseSUB14,-0.313,0,0.85,1,0,21,10,base,1,0,0,0,10,0,0.6,10,0,3,1,1,1
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,1,2,0.6,11,5,4,0,0,0
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,2,2,0.6,10.4,4,8,1,0,0
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,3,2,0.6,9.2,2,2,1,0,0
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,4,2,0.6,18.2,17,1,0,1,0
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,5,2,0.6,12.2,7,8,0,0,0
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,6,2,0.6,9.2,2,7,1,0,0
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,7,2,0.6,20,20,8,0,1,0
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,8,2,0.6,9.2,2,7,1,0,0
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,9,2,0.6,9.2,2,6,1,0,0
baseSUB15,-0.0215,0,0.0555,1,0,20,10,base,1,0,0,0,10,2,0.6,9.2,2,5,1,0,0
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,1,3,0.6,17.8,18,8,0,1,0
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,2,3,0.6,13.6,11,4,0,1,0
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,3,3,0.6,9.4,4,6,1,0,0
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,4,1,0.6,9.6,1,4,1,0,0
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,5,0,0.6,12.4,4,2,0,1,0
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,6,2,0.6,9.2,2,2,1,0,0
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,7,0,0.6,11.2,2,3,0,1,0
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,8,0,0.6,10,0,1,1,1,1
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,9,0,0.6,14.8,8,1,0,1,0
baseSUB16,0.024,1,0.2365,1,1,22,12,base,1,0,0,0,10,3,0.6,8.8,3,6,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,1,10,0.6,10.8,18,8,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,2,10,0.6,7.8,13,2,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,3,10,0.6,7.8,13,7,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,4,10,0.6,7.8,13,2,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,5,10,0.6,10.8,18,5,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,6,10,0.6,6,10,8,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,7,10,0.6,12,20,8,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,8,10,0.6,6,10,6,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,9,10,0.6,6,10,7,1,0,0
baseSUB17,-0.0215,0,0.5145,1,1,19,6,base,1,0,0,0,10,10,0.6,6,10,8,1,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,1,5,0.6,10.4,9,5,1,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,2,8,0.6,9.8,13,3,1,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,3,3,0.6,14.8,13,3,0,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,4,5,0.6,9.8,8,8,1,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,5,8,0.6,12.8,18,5,0,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,6,2,0.6,10.4,4,3,1,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,7,8,0.6,14,20,8,0,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,8,8,0.6,6.8,8,8,1,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,9,8,0.6,6.8,8,1,1,0,0
baseSUB18,0.024,1,0.0555,1,0,27,29,base,1,0,0,0,10,8,0.6,9.2,12,2,1,0,0
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,1,0,0.6,15.4,9,5,0,1,0
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,2,4,0.6,13.8,13,3,0,0,0
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,3,3,0.6,10.6,6,4,1,0,0
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,4,0,0.6,14.2,7,7,0,1,0
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,5,0,0.6,14.2,7,8,0,1,0
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,6,0,0.6,11.8,3,4,0,1,0
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,7,0,0.6,10,0,4,1,1,1
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,8,0,0.6,16,10,6,0,1,0
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,9,0,0.6,10,0,8,1,1,1
baseSUB19,-0.0215,0,0.0555,1,0,23,10,base,1,0,0,0,10,0,0.6,11.8,3,6,0,1,0
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,1,5,0.6,15.8,18,8,0,0,0
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,2,1,0.6,16.8,13,3,0,1,0
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,3,1,0.6,13.8,8,1,0,1,0
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,4,4,0.6,8.4,4,5,1,0,0
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,5,4,0.6,8.4,4,2,1,0,0
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,6,0,0.6,10,0,1,1,1,1
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,7,0,0.6,10.6,1,6,0,1,0
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,8,0,0.6,10,0,3,1,1,1
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,9,0,0.6,11.2,2,4,0,1,0
baseSUB20,0.024,1,0.0555,1,0,20,10,base,1,0,0,0,10,4,0.6,13.2,12,2,0,0,0
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,1,3,0.6,10,5,4,1,0,0
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,2,3,0.6,16.6,16,7,0,1,0
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,3,3,0.6,10.6,6,5,1,0,0
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,4,0,0.6,14.8,8,8,0,1,0
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,5,3,0.6,10,5,3,1,0,0
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,6,3,0.6,8.8,3,4,1,0,0
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,7,0,0.6,10,0,7,1,1,1
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,8,0,0.6,10,0,2,1,1,1
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,9,0,0.6,14.8,8,1,0,1,0
baseSUB21,-0.0215,0,0.0555,1,1,21,10,base,1,0,0,0,10,0,0.6,17.2,12,2,0,1,0
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,1,0,0.6,16.6,11,2,0,1,0
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,2,10,0.6,8.4,14,1,1,0,0
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,3,0,0.6,11.2,2,2,0,1,0
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,4,0,0.6,12.4,4,5,0,1,0
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,5,2,0.6,11,5,3,0,0,0
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,6,0,0.6,10.6,1,5,0,1,0
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,7,0,0.6,11.2,2,3,0,1,0
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,8,0,0.6,10,0,2,1,1,1
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,9,0,0.6,10,0,3,1,1,1
baseSUB22,-0.0215,0,0.0555,1,0,23,22,base,1,0,0,0,10,0,0.6,16,10,8,0,1,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,1,6,0.6,14.2,17,7,0,0,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,2,6,0.6,13.6,16,7,0,0,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,3,2,0.6,11.6,6,4,0,0,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,4,3,0.6,11.8,8,6,1,0,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,5,6,0.6,8.8,8,6,1,0,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,6,0,0.6,10.6,1,5,0,1,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,7,0,0.6,10.6,1,1,0,1,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,8,0,0.6,16,10,6,0,1,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,9,2,0.6,9.2,2,4,1,0,0
baseSUB23,-0.0215,0,0.0555,1,1,20,6,base,1,0,0,0,10,0,0.6,17.2,12,7,0,1,0
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,1,3,0.6,11.2,7,1,0,0,0
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,2,1,0.6,17.4,14,1,0,1,0
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,3,0,0.6,12.4,4,6,0,1,0
baseSUB24,-0.0215,0,0.0555,1,0,22,22,base,1,0,0,0,4,0,0.6,10.6,1,4,0,1,0
